student_id,gender,subject_area,socioeconomic_band,prior_ai_experience,ai_training_completed,ai_confidence_score_1_5,actual_ai_use,writing_formality_score,paraphrase_similarity_score,source_citation_quality_score,detector_score,detection_flag,human_review_completed,misconduct_case_opened,appeal_submitted,appeal_successful,is_false_positive,is_false_negative,stress_test_note,actual_ai_use_binary,detection_flag_binary,false_positive_binary,false_negative_binary,appeal_success_binary,system_type,case_study
STUD01652,Male,STEM,Medium,High,Yes,4.34,No,0.393,0.538,0.73,0.288,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01653,Female,Arts & Humanities,Low,Medium,No,2.97,Yes,0.635,0.333,0.868,0.535,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01654,Female,Social Sciences,Medium,Low,Yes,2.16,No,0.827,0.4,0.753,0.291,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01655,Male,Health,High,High,Yes,4.88,No,0.48,0.604,0.443,0.405,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01656,Female,STEM,Low,High,No,3.26,Yes,0.533,0.783,0.668,0.654,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01657,Male,STEM,Medium,Medium,No,3.57,Yes,0.378,0.812,0.461,0.485,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01658,Female,Health,Medium,Low,Yes,1.26,No,0.746,0.32,0.546,0.348,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01659,Male,STEM,Medium,Medium,Yes,4.38,Yes,0.528,0.772,0.835,0.632,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01660,Male,STEM,Medium,High,Yes,4.41,No,0.53,0.413,0.584,0.13,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01661,Male,STEM,High,Low,No,3.18,Yes,0.21,0.631,0.637,0.707,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01662,Female,Health,Medium,High,No,3.3,No,0.523,0.468,0.537,0.44,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01663,Female,Business,Medium,High,Yes,3.62,Yes,0.578,0.683,0.741,0.795,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01664,Female,Education,Low,Low,Yes,1.03,No,0.652,0.266,0.444,0.427,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01665,Male,Business,Low,High,Yes,4.02,Yes,0.457,0.798,0.554,0.788,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01666,Male,Business,Low,High,No,4.54,No,0.521,0.365,0.595,0.231,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01667,Male,Health,High,Medium,No,2.5,Yes,0.26,0.668,0.841,0.733,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01668,Female,Arts & Humanities,Medium,High,No,4.31,No,0.345,0.797,0.628,0.378,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01669,Female,STEM,Medium,Low,Yes,1.23,No,0.784,0.31,0.776,0.278,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01670,Male,STEM,High,Low,No,2.48,No,0.364,0.404,0.554,0.286,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01671,Male,STEM,Medium,High,Yes,4.46,Yes,0.47,0.695,0.638,0.612,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01672,Male,STEM,Low,Medium,Yes,2.2,No,0.388,0.362,0.794,0.197,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01673,Female,Arts & Humanities,Medium,High,No,3.84,Yes,0.529,0.484,0.551,0.676,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01674,Male,Business,High,High,Yes,5,Yes,0.39,0.717,0.475,0.536,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01675,Female,Business,Low,Low,No,1.78,No,0.466,0.292,0.508,0.227,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01676,Male,Social Sciences,High,Medium,Yes,4.57,No,0.696,0.141,0.288,0.253,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01677,Male,Social Sciences,Medium,Medium,No,4.31,Yes,0.812,0.509,0.621,0.853,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01678,Male,Education,Low,High,No,4.56,Yes,0.575,0.79,0.452,0.901,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01679,Male,Business,High,High,Yes,3.85,No,0.527,0.588,0.443,0.558,Yes,Yes,Yes,Yes,Yes,Yes,No,Synthetic demonstration only - not real student data,0,1,1,0,1,ai_detection_tool,AI detection fairness stress test
STUD01680,Male,Business,Medium,High,No,4.95,Yes,0.605,0.568,0.751,0.77,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01681,Female,Education,Medium,High,Yes,4.73,No,0.684,0.538,0.635,0.483,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01682,Female,Business,Low,Medium,No,3.38,Yes,0.467,0.82,0.836,0.824,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01683,Male,STEM,Low,Medium,Yes,2.21,No,0.773,0.405,0.567,0.564,Yes,Yes,Yes,No,No,Yes,No,Synthetic demonstration only - not real student data,0,1,1,0,0,ai_detection_tool,AI detection fairness stress test
STUD01684,Male,STEM,Low,Medium,Yes,3.2,Yes,0.813,0.811,0.508,0.594,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01685,Female,Arts & Humanities,High,Low,No,2.59,No,0.669,0.395,0.641,0.468,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01686,Male,STEM,Low,High,Yes,4.3,Yes,0.714,0.598,0.514,0.728,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01687,Female,Business,Medium,Low,Yes,2.38,Yes,0.727,0.546,0.845,0.637,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01688,Male,STEM,Low,Medium,No,3.35,Yes,0.546,0.786,0.64,0.706,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01689,Male,Health,Medium,Medium,Yes,1.52,Yes,0.324,0.842,0.48,0.693,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01690,Female,Health,Medium,Low,No,2.84,No,0.265,0,0.714,0.241,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01691,Male,STEM,Medium,High,No,4.4,Yes,0.662,0.623,0.847,0.904,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01692,Female,Arts & Humanities,High,Low,No,2.77,No,0.552,0.489,0.761,0.338,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01693,Female,Arts & Humanities,Medium,Medium,No,2.15,No,0.67,0.463,0.454,0.232,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01694,Male,Business,Medium,Medium,No,3.92,No,0.734,0.47,0.607,0.296,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01695,Female,Arts & Humanities,Low,Medium,Yes,1.49,Yes,0.746,0.672,0.678,0.656,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01696,Male,Business,Low,Medium,Yes,3.34,No,0.895,0.447,0.639,0.43,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01697,Female,Arts & Humanities,Low,Medium,Yes,2.31,Yes,0.453,0.468,0.858,0.729,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01698,Female,Education,Medium,High,No,3.39,No,0.543,0.267,0.435,0.15,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01699,Female,Health,High,Medium,Yes,2.77,Yes,0.58,0.567,1,0.63,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01700,Female,Health,High,Low,Yes,1.71,Yes,0.495,0.498,0.919,0.901,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01701,Male,Health,Medium,High,Yes,4.07,Yes,0.521,0.731,0.759,0.887,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01702,Male,STEM,High,Low,No,3.62,No,0.299,0.318,0.442,0.16,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01703,Male,STEM,Low,Low,No,3.94,No,0.462,0.337,0.628,0.285,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01704,Male,Education,Low,Medium,Yes,1.94,Yes,0.81,0.705,0.47,0.675,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01705,Female,Health,Low,High,No,3.35,Yes,0.501,0.742,0.386,0.701,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01706,Male,Business,Low,Low,No,2.92,Yes,0.636,0.61,0.883,0.639,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01707,Male,Arts & Humanities,Medium,High,No,5,Yes,0.717,0.417,0.694,0.849,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01708,Female,Education,High,Medium,No,3.23,No,0.705,0.511,0.545,0.546,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01709,Male,Arts & Humanities,Medium,High,Yes,5,No,0.644,0.468,0.66,0.247,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01710,Male,STEM,Low,High,Yes,3.73,Yes,0.22,0.675,0.764,0.65,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01711,Male,Arts & Humanities,High,High,No,3.52,No,0.944,0.514,0.562,0.191,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01712,Female,Arts & Humanities,Medium,Medium,Yes,3.01,Yes,0.477,0.621,0.627,0.697,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01713,Male,STEM,Medium,Medium,Yes,3.89,Yes,0.578,0.543,0.56,0.57,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01714,Male,STEM,High,Medium,Yes,2.82,No,0.469,0.275,0.289,0.254,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01715,Female,STEM,Medium,Low,Yes,2.0,Yes,0.361,0.53,0.554,0.724,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01716,Male,Business,Low,Medium,No,3.47,No,0.276,0.535,0.511,0.217,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01717,Female,Health,High,Low,Yes,2.4,No,0.62,0.314,0.571,0.232,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01718,Female,Arts & Humanities,Medium,Low,No,3.3,No,0.825,0.249,0.91,0.303,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01719,Male,STEM,Medium,High,Yes,3.48,Yes,0.763,0.529,0.702,0.659,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01720,Male,STEM,Medium,Low,No,4.01,No,0.681,0.301,0.469,0.298,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01721,Male,Business,High,Medium,No,3.99,Yes,0.472,0.652,0.875,0.65,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01722,Female,Arts & Humanities,Medium,High,Yes,3.86,No,0.307,0.734,0.988,0.145,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01723,Male,STEM,Medium,High,No,3.67,No,0.487,0.401,0.191,0.171,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01724,Male,Business,High,Low,No,3.61,No,0.524,0.513,0.967,0.415,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01725,Male,Social Sciences,Low,High,Yes,3.53,No,0.622,0.827,0.9,0.335,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01726,Male,STEM,High,Low,No,3.24,No,0.654,0.496,0.549,0.317,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01727,Male,Health,High,High,No,4.15,Yes,0.315,0.785,0.712,0.749,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01728,Male,STEM,Medium,Medium,No,2.85,No,0.45,0.439,0.645,0.017,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01729,Female,Social Sciences,High,Low,No,3.04,No,0.635,0.352,0.782,0.231,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01730,Male,Health,Low,Medium,No,3.47,No,0.699,0.281,0.858,0.244,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01731,Male,Social Sciences,High,Low,Yes,1.84,Yes,0.57,0.549,0.586,0.877,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01732,Male,Social Sciences,High,Low,No,2.87,No,0.641,0.041,0.686,0.28,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01733,Male,Business,Low,Low,Yes,3.23,No,0.606,0.269,0.788,0.437,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01734,Male,Arts & Humanities,High,Low,Yes,3.21,Yes,0.82,0.711,0.457,0.555,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01735,Male,Business,Low,Low,No,2.9,No,0.564,0.381,0.687,0.418,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01736,Female,Arts & Humanities,Low,Low,No,2.34,No,0.76,0.29,0.639,0.428,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01737,Non-disclosed,Social Sciences,Medium,High,Yes,3.16,No,0.89,0.478,0.373,0.529,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01738,Male,Social Sciences,Medium,Low,No,2.86,Yes,0.456,0.577,0.61,0.867,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01739,Male,STEM,Medium,Low,No,2.84,No,0.232,0.389,0.43,0.272,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01740,Male,STEM,High,High,Yes,3.36,Yes,0.509,0.718,0.835,0.701,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01741,Male,STEM,Low,Medium,No,2.49,No,0.348,0.498,0.843,0.365,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01742,Female,Health,Medium,Medium,Yes,3.12,No,0.733,0.285,0.266,0.487,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01743,Male,Arts & Humanities,Medium,Low,No,3.33,No,0.715,0.121,0.957,0.147,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01744,Male,STEM,Low,Low,No,3.52,Yes,0.618,0.643,0.781,0.744,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01745,Female,Health,Low,Medium,No,2.31,No,0.407,0.344,0.52,0.253,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01746,Male,STEM,High,High,No,3.96,No,0.563,0.385,0.66,0.488,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01747,Female,Business,Low,Low,Yes,2.24,Yes,0.602,0.532,0.768,0.874,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01748,Male,Social Sciences,Medium,Low,No,3.59,No,0.782,0.338,0.51,0.547,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01749,Female,Health,Low,High,Yes,4.32,No,0.387,0.478,0.575,0.27,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01750,Male,Education,Medium,Medium,No,3.01,No,0.597,0.119,0.646,0.244,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01751,Female,Business,Medium,Medium,No,1.89,Yes,0.851,0.476,0.826,0.691,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01752,Female,Business,Low,Medium,No,3.23,No,0.675,0.419,0.529,0.326,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01753,Female,Health,Low,High,No,3.44,No,0.54,0.646,0.795,0.168,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01754,Non-disclosed,STEM,Medium,Medium,Yes,2.65,Yes,0.447,0.574,0.584,0.515,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01755,Female,Business,Medium,Medium,Yes,3.77,Yes,0.71,0.623,0.736,0.705,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01756,Female,Education,Low,Medium,Yes,2.23,No,0.772,0.357,0.723,0.385,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01757,Male,Social Sciences,Medium,Medium,Yes,3.22,Yes,0.633,0.439,0.593,0.619,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01758,Male,Health,Medium,Medium,No,3.21,No,0.484,0.302,0.34,0.294,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01759,Female,Business,High,Low,Yes,3.11,Yes,0.276,0.465,0.791,0.639,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01760,Female,Business,Low,High,Yes,4.69,Yes,0.485,0.781,0.894,0.705,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01761,Female,Arts & Humanities,Medium,Low,Yes,2.28,Yes,0.661,0.608,0.771,0.795,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01762,Male,Health,Low,Medium,No,3.98,No,0.699,0.367,0.822,0.358,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01763,Female,Social Sciences,Medium,Low,No,1.92,No,0.526,0.598,0.415,0.348,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01764,Female,Education,Low,Medium,Yes,3.15,No,0.539,0.603,0.401,0.388,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01765,Female,Health,Low,Low,Yes,2.33,No,0.378,0.308,0.397,0.331,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01766,Male,Business,Medium,Low,No,3.07,No,0.629,0.587,0.46,0.231,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01767,Female,Health,Medium,Low,No,2.45,No,0.564,0.447,0.475,0.39,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01768,Male,Social Sciences,Medium,Medium,No,2.36,Yes,0.692,0.806,0.665,1,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01769,Male,Arts & Humanities,Low,Low,Yes,2.41,No,0.585,0.521,0.719,0.394,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01770,Male,STEM,Medium,Medium,No,4.7,No,0.188,0.33,0.819,0.246,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01771,Female,Business,High,Low,No,3.1,No,0.634,0.18,0.618,0.255,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01772,Female,Social Sciences,Low,Low,No,1.51,No,0.71,0.32,0.725,0.532,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01773,Female,Health,High,Medium,No,2.75,No,0.543,0.173,0.699,0.237,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01774,Female,Social Sciences,Low,Medium,No,2.74,Yes,0.551,0.642,0.596,0.765,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01775,Female,Health,High,Low,No,2.79,Yes,0.39,0.705,0.544,0.673,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01776,Male,Business,Medium,Medium,No,2.38,No,0.435,0.418,0.624,0.214,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01777,Female,Health,Medium,Medium,No,3.29,No,0.369,0.368,0.735,0.408,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01778,Female,Arts & Humanities,Low,Medium,No,3.27,Yes,0.366,0.526,0.502,0.527,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
