student_id,gender,subject_area,socioeconomic_band,ai_access_level,weekly_genai_use_hours,ai_confidence_score_1_5,ai_training_completed,career_ai_tool_used,assessment_score_after_ai_integration,academic_misconduct_flag,demo_note
SURV00671,Female,Social Sciences,High,Limited,2.8,2.56,No,No,67.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00672,Male,Social Sciences,High,Strong,5.7,4.83,No,Yes,90.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00673,Non-disclosed,Health,Medium,Strong,7.7,2.88,No,No,78.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00674,Male,STEM,Medium,Strong,9.2,4.12,Yes,Yes,88.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00675,Female,Business,Low,Adequate,2.6,2.29,Yes,No,85.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00676,Male,Social Sciences,Medium,Adequate,0.4,2.86,No,No,70.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00677,Male,STEM,Low,Adequate,3.1,3.87,No,Yes,76.0,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00678,Female,STEM,Medium,Adequate,3.8,3.45,Yes,No,75.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00679,Male,STEM,Low,Adequate,6.8,3.73,No,Yes,70.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00680,Male,Business,Medium,Strong,4.9,2.62,Yes,No,76.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00681,Male,STEM,High,Adequate,5.0,4.16,No,Yes,78.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00682,Female,Business,Medium,Adequate,3.4,4.21,No,No,83.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00683,Male,Health,Medium,Adequate,6.1,3.71,No,No,77.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00684,Male,STEM,Medium,Adequate,2.7,2.84,Yes,No,75.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00685,Male,Social Sciences,Medium,Adequate,6.8,3.66,Yes,No,81.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00686,Female,STEM,Medium,Strong,7.8,3.86,No,No,67.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00687,Male,Business,Medium,Strong,6.9,2.3,Yes,No,79.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00688,Female,Health,Medium,Strong,6.1,3.85,No,Yes,76.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00689,Female,Business,Medium,Adequate,7.7,2.85,No,Yes,69.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00690,Male,Business,Medium,Adequate,5.2,3.57,Yes,No,83.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00691,Male,STEM,High,Strong,6.4,3.45,No,No,83.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00692,Female,Education,Medium,Strong,7.8,2.72,No,No,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00693,Female,Arts & Humanities,Low,Adequate,5.2,3.23,No,Yes,85.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00694,Male,STEM,Low,Limited,4.6,3.1,No,No,76.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00695,Female,STEM,Low,Adequate,6.5,4.66,Yes,No,94.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00696,Female,Business,High,Strong,7.4,3.59,Yes,Yes,84.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00697,Female,Arts & Humanities,High,Adequate,4.6,2.12,Yes,No,69.9,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00698,Female,Business,Medium,Limited,5.5,1.75,No,No,78.6,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00699,Male,STEM,Medium,Limited,3.4,3.73,No,No,82.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00700,Male,Business,Medium,Adequate,4.3,2.11,Yes,No,76.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00701,Male,Health,Low,Strong,7.4,3.59,Yes,No,77.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00702,Male,STEM,Low,Limited,2.1,2.68,No,Yes,71.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00703,Male,STEM,High,Adequate,5.2,3.1,No,No,81.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00704,Female,Business,High,Adequate,2.3,3.57,No,Yes,81.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00705,Female,Arts & Humanities,Medium,Adequate,3.9,2.76,No,No,81.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00706,Female,Business,Medium,Adequate,5.0,3.73,Yes,Yes,85.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00707,Female,Health,High,Strong,7.5,2.75,Yes,Yes,77.2,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00708,Female,Health,Low,Adequate,4.9,3.17,No,No,70.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00709,Male,Business,Low,Adequate,6.2,3.77,No,No,80.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00710,Male,Business,Medium,Limited,0.8,2.17,Yes,Yes,75.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00711,Female,Business,Medium,Adequate,0.9,3.1,No,No,74.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00712,Female,STEM,Medium,Strong,7.0,2.59,No,No,83.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00713,Male,STEM,Medium,Adequate,9.1,3.68,Yes,Yes,80.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00714,Female,Arts & Humanities,High,Limited,2.8,3.71,Yes,No,65.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00715,Female,Arts & Humanities,Medium,Limited,1.2,2.72,No,No,87.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00716,Male,Arts & Humanities,Medium,Adequate,5.1,4.14,No,No,67.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00717,Female,Arts & Humanities,High,Adequate,4.0,2.85,No,No,86.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00718,Male,Social Sciences,High,Adequate,4.1,3.87,Yes,Yes,79.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00719,Male,STEM,Medium,Strong,10.4,4.46,Yes,No,96.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00720,Female,Arts & Humanities,High,Strong,8.1,3.48,No,No,83.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00721,Male,Education,High,Adequate,6.8,4.04,No,No,97.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00722,Female,Business,Low,Limited,0,1,No,No,63.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00723,Female,Arts & Humanities,High,Adequate,0,3.22,No,No,78.3,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00724,Male,Business,High,Strong,9.4,2.79,No,Yes,81.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00725,Male,STEM,Low,Adequate,4.4,3.75,No,Yes,81.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00726,Male,Business,Medium,Strong,6.3,4.41,No,No,73.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00727,Male,STEM,Medium,Adequate,3.2,3.38,No,Yes,70.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00728,Male,Social Sciences,Medium,Limited,1.0,2.96,Yes,No,76.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00729,Male,Arts & Humanities,High,Strong,8.5,4.44,No,No,93.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00730,Male,Education,High,Strong,8.1,3.93,No,No,71.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00731,Female,Business,Medium,Strong,5.1,4.31,Yes,No,82.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00732,Female,Health,Low,Adequate,5.3,3.37,No,No,78.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00733,Male,Arts & Humanities,High,Strong,9.1,3.75,Yes,No,74.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00734,Female,STEM,Low,Limited,1.2,2.07,No,No,55.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00735,Male,STEM,Low,Adequate,4.4,3.26,Yes,No,80.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00736,Female,Business,Low,Adequate,5.3,3.37,No,No,89.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00737,Female,Business,Medium,Adequate,5.2,3.79,No,No,80.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00738,Male,Business,High,Strong,7.0,4.88,No,No,93.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00739,Female,Arts & Humanities,Low,Adequate,3.4,2.47,No,No,68.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00740,Male,Business,High,Strong,5.8,3.82,No,No,100,No,Synthetic survey-style data for dashboard demonstration only
SURV00741,Male,STEM,Medium,Limited,3.7,3.67,Yes,Yes,75.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00742,Female,Business,Medium,Strong,9.3,4.17,Yes,No,100,No,Synthetic survey-style data for dashboard demonstration only
SURV00743,Male,STEM,Medium,Strong,8.6,3.43,Yes,No,83.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00744,Male,Social Sciences,High,Strong,8.0,4.52,Yes,No,78.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00745,Female,Social Sciences,Medium,Adequate,3.0,3.18,No,Yes,82.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00746,Female,Health,Medium,Strong,8.8,4.14,Yes,No,100,No,Synthetic survey-style data for dashboard demonstration only
SURV00747,Male,Social Sciences,Medium,Adequate,3.3,4.58,Yes,Yes,91.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00748,Female,Social Sciences,Low,Adequate,1.4,2.3,Yes,No,74.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00749,Male,STEM,Medium,Limited,5.1,4.86,No,No,88.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00750,Male,STEM,Medium,Adequate,6.6,3.36,No,No,95.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00751,Female,Business,Medium,Adequate,1.8,2.63,Yes,No,83.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00752,Female,Business,High,Strong,7.9,3.88,No,Yes,65.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00753,Male,STEM,Low,Adequate,4.1,4.41,No,Yes,70.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00754,Female,STEM,Low,Adequate,5.1,2.53,No,Yes,78.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00755,Female,Business,Medium,Limited,0.4,2.11,No,Yes,68.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00756,Female,Health,Medium,Adequate,3.8,1.58,Yes,No,68.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00757,Female,Social Sciences,Medium,Strong,6.3,2.79,No,No,76.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00758,Male,STEM,High,Strong,9.5,3.18,No,No,94.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00759,Female,Arts & Humanities,High,Adequate,4.0,3.36,Yes,Yes,88.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00760,Female,Arts & Humanities,Low,Limited,2.3,1.06,Yes,No,63.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00761,Male,STEM,Medium,Strong,9.9,4.61,No,Yes,83.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00762,Male,Business,Medium,Adequate,5.8,4.56,No,No,88.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00763,Female,Business,High,Adequate,3.1,2.85,No,No,71.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00764,Male,STEM,Low,Limited,1.0,2.39,Yes,Yes,60.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00765,Female,STEM,Medium,Strong,4.5,3.66,Yes,Yes,81.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00766,Female,Education,High,Strong,4.0,4.61,No,Yes,95.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00767,Male,STEM,Low,Limited,0.6,3.85,Yes,Yes,67.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00768,Female,STEM,Medium,Adequate,4.1,3.68,No,No,68.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00769,Male,Arts & Humanities,High,Adequate,5.1,3.03,Yes,No,91.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00770,Female,STEM,Medium,Adequate,3.7,2.12,Yes,No,86.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00771,Male,Business,Low,Adequate,1.8,4.11,No,No,85.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00772,Non-disclosed,Business,Low,Adequate,4.7,2.92,No,No,71.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00773,Female,STEM,High,Adequate,1.8,2.91,No,No,72.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00774,Female,Arts & Humanities,High,Adequate,4.0,3.51,Yes,No,88.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00775,Male,Business,Medium,Limited,0.4,4.11,Yes,Yes,86.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00776,Male,STEM,Medium,Adequate,4.4,3.19,Yes,No,78.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00777,Female,STEM,Low,Limited,0,2.4,Yes,No,100,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00778,Female,STEM,Medium,Strong,9.2,3.25,No,No,75.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00779,Female,Health,Medium,Adequate,2.0,2.9,No,Yes,88.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00780,Female,Health,High,Strong,6.7,2.99,Yes,No,74.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00781,Female,STEM,High,Adequate,4.6,3.71,Yes,Yes,77.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00782,Female,Health,High,Adequate,2.1,2.86,Yes,No,71.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00783,Male,Business,Medium,Adequate,1.9,2.33,Yes,Yes,80.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00784,Male,STEM,Low,Adequate,4.0,3.85,No,No,65.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00785,Female,Health,High,Strong,8.7,3.96,No,Yes,86.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00786,Male,Arts & Humanities,Medium,Strong,5.6,4.17,No,No,95.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00787,Female,STEM,High,Limited,4.3,3.32,No,No,78.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00788,Female,Business,High,Adequate,4.2,2.28,Yes,No,75.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00789,Non-disclosed,STEM,Medium,Strong,5.7,3.78,Yes,No,97.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00790,Male,STEM,Medium,Adequate,7.2,3.86,No,No,78.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00791,Male,STEM,Medium,Limited,3.0,3.43,No,No,88.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00792,Female,Health,Low,Adequate,3.1,3.48,No,No,88.8,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00793,Male,Social Sciences,Medium,Adequate,3.1,3.37,No,No,79.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00794,Male,Health,Medium,Adequate,6.0,3.8,Yes,Yes,87.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00795,Female,Health,Medium,Limited,0,2.48,No,No,76.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00796,Female,Education,Medium,Limited,2.7,3.07,No,No,80.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00797,Male,Health,High,Strong,4.2,3.72,No,No,71.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00798,Female,Arts & Humanities,Medium,Limited,1.9,2.81,Yes,No,66.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00799,Female,Health,Low,Limited,1.5,2.51,No,No,67.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00800,Male,Education,Medium,Strong,7.9,5,Yes,No,84.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00801,Female,Social Sciences,Medium,Strong,6.4,3.47,No,No,75.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00802,Female,STEM,Medium,Strong,6.3,4.16,No,No,81.3,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00803,Male,Education,Medium,Strong,6.6,3.39,No,No,88.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00804,Male,Social Sciences,Low,Strong,7.1,4.19,Yes,Yes,65.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00805,Male,STEM,Medium,Adequate,3.6,3.38,Yes,Yes,77.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00806,Female,Health,High,Strong,6.1,4.02,No,No,74.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00807,Non-disclosed,Arts & Humanities,High,Strong,6.3,3.9,No,Yes,93.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00808,Female,Health,High,Limited,1.4,2.18,No,Yes,64.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00809,Female,Business,Medium,Adequate,3.6,2.03,No,No,74.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00810,Female,Arts & Humanities,Medium,Adequate,3.4,3.05,No,Yes,83.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00811,Male,Social Sciences,Low,Limited,1.5,2.5,Yes,Yes,81.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00812,Female,STEM,Medium,Limited,1.9,3.23,No,Yes,82.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00813,Female,Business,Medium,Adequate,3.3,4.53,No,Yes,87.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00814,Male,STEM,High,Adequate,7.6,2.67,No,No,76.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00815,Male,Business,Low,Strong,8.8,4.47,Yes,No,100,No,Synthetic survey-style data for dashboard demonstration only
SURV00816,Female,Arts & Humanities,High,Adequate,3.5,4.11,No,No,95.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00817,Female,Health,Low,Adequate,4.8,4.23,Yes,Yes,85.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00818,Male,STEM,High,Strong,7.8,5,No,No,87.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00819,Female,STEM,Low,Adequate,4.9,3.3,No,Yes,76.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00820,Male,Arts & Humanities,Low,Limited,4.0,2.99,No,Yes,84.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00821,Female,STEM,Low,Adequate,6.5,3.01,No,No,67.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00822,Female,Business,Low,Limited,1.5,1.31,No,Yes,64.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00823,Male,Arts & Humanities,Medium,Adequate,2.6,3.58,No,No,82.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00824,Male,Social Sciences,Medium,Strong,6.8,3.55,No,No,83.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00825,Female,Health,High,Strong,6.6,3.94,Yes,Yes,74.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00826,Male,Arts & Humanities,High,Strong,5.3,3.73,Yes,No,70.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00827,Male,Business,Low,Adequate,3.5,3.5,No,No,84.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00828,Male,Education,High,Adequate,3.7,2.5,No,No,86.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00829,Male,Business,Low,Adequate,4.4,4.37,No,Yes,92.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00830,Male,Business,Medium,Limited,1.9,3.3,No,No,67.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00831,Male,Health,High,Strong,5.7,5,No,No,82.2,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00832,Male,STEM,Low,Adequate,5.4,3.46,Yes,No,74.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00833,Female,Arts & Humanities,High,Strong,6.0,3.65,No,Yes,90.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00834,Female,Health,High,Adequate,2.5,3.27,No,No,77.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00835,Female,Health,Low,Adequate,1.6,2.77,Yes,No,66.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00836,Male,Business,Medium,Adequate,5.5,3.6,No,No,76.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00837,Male,Health,Medium,Strong,5.9,3.13,Yes,No,87.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00838,Female,Health,Medium,Adequate,5.1,2.15,No,No,65.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00839,Female,Business,High,Strong,7.1,3.47,Yes,No,73.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00840,Female,Arts & Humanities,High,Adequate,5.7,3.74,No,Yes,83.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00841,Female,Business,Low,Adequate,4.1,3.13,Yes,Yes,83.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00842,Female,Health,Low,Adequate,2.2,3.12,Yes,No,68.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00843,Male,Social Sciences,High,Adequate,3.4,4.31,No,Yes,83.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00844,Female,Health,High,Strong,4.5,3.96,Yes,No,86.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00845,Male,Health,Medium,Limited,1.8,3.59,Yes,Yes,66.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00846,Female,Health,Low,Strong,3.1,3.58,No,No,75.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00847,Male,STEM,High,Limited,1.8,3.9,Yes,Yes,85.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00848,Female,Arts & Humanities,Low,Adequate,4.0,3.92,No,No,80.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00849,Male,Social Sciences,Low,Limited,2.1,2.8,No,No,74.2,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00850,Non-disclosed,STEM,Medium,Adequate,6.3,2.36,No,No,75.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00851,Female,Health,Low,Limited,1.7,2.8,No,No,87.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00852,Male,Health,Low,Limited,0.2,2.04,Yes,No,65.8,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00853,Female,STEM,Low,Adequate,2.2,3.28,No,No,82.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00854,Female,STEM,Low,Strong,7.1,3.94,Yes,Yes,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00855,Male,Business,Low,Strong,6.6,4.01,Yes,Yes,74.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00856,Male,Business,High,Adequate,3.5,3.99,No,No,73.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00857,Female,Business,Low,Strong,8.0,2.11,Yes,No,76.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00858,Female,Business,Medium,Limited,1.5,2.37,Yes,No,70.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00859,Male,Health,Medium,Limited,1.7,3.77,No,Yes,82.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00860,Female,Education,High,Strong,8.9,3.12,No,No,89.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00861,Female,Social Sciences,Medium,Strong,5.7,2.17,Yes,No,86.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00862,Male,Business,Medium,Adequate,4.7,2.23,No,No,73.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00863,Male,Social Sciences,Medium,Limited,2.4,2.76,No,No,79.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00864,Female,STEM,Medium,Strong,9.5,3.19,Yes,No,91.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00865,Female,Education,High,Strong,6.9,3.39,Yes,Yes,71.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00866,Female,Arts & Humanities,Medium,Adequate,0,3.2,No,No,63.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00867,Female,Social Sciences,Medium,Strong,3.6,2.66,Yes,No,90.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00868,Female,Education,High,Strong,7.4,3.23,Yes,No,87.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00869,Male,Business,High,Adequate,6.4,3.76,Yes,No,82.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00870,Male,STEM,High,Strong,8.6,4.11,No,Yes,79.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00871,Female,Social Sciences,Low,Strong,6.4,4.78,Yes,No,94.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00872,Male,STEM,High,Strong,10.1,4.65,No,No,75.3,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00873,Female,STEM,Low,Adequate,4.0,3.4,Yes,Yes,81.8,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00874,Female,Arts & Humanities,Medium,Adequate,6.7,2.97,Yes,No,79.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00875,Male,Arts & Humanities,High,Adequate,4.0,2.56,No,No,89.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00876,Male,Education,Medium,Adequate,2.9,2.83,No,No,82.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00877,Male,Business,Low,Limited,1.9,1.8,No,Yes,68.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00878,Female,Business,Low,Adequate,4.3,2.16,Yes,Yes,78.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00879,Male,Business,High,Strong,8.7,4.7,Yes,No,91.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00880,Male,STEM,Medium,Strong,8.1,3.62,Yes,No,98.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00881,Female,Education,Low,Adequate,4.0,2.05,No,No,63.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00882,Female,STEM,Medium,Strong,6.1,3.96,Yes,No,92.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00883,Female,Education,High,Strong,5.3,3.37,No,No,71.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00884,Male,Health,Medium,Adequate,3.0,4.21,No,No,77.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00885,Female,Business,Medium,Adequate,3.1,2.18,No,No,66.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00886,Female,Arts & Humanities,Medium,Adequate,3.0,3.22,No,No,69.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00887,Male,STEM,Medium,Strong,8.7,4.01,No,Yes,66.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00888,Female,STEM,High,Adequate,4.9,4.01,No,No,82.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00889,Female,Education,High,Adequate,5.5,4.18,Yes,Yes,78.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00890,Male,STEM,Low,Adequate,5.8,4.31,Yes,Yes,91.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00891,Female,Business,Medium,Strong,7.4,3.57,No,No,70.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00892,Male,Arts & Humanities,Medium,Strong,10.6,3.76,Yes,No,81.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00893,Female,Education,Medium,Adequate,1.1,2.82,No,Yes,64.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00894,Male,Business,Low,Limited,0.5,3.44,Yes,No,71.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00895,Female,Education,High,Adequate,3.9,2.03,Yes,Yes,78.7,No,Synthetic survey-style data for dashboard demonstration only
